Filepath,MfccImgPath,Emotion
./dataset/mlend/MLEndSND_Public/22157.wav,mfccs_img/22157_mfcc.png,Happy
./dataset/mlend/MLEndSND_Public/15713.wav,mfccs_img/15713_mfcc.png,Bored
./dataset/mlend/MLEndSND_Public/04964.wav,mfccs_img/04964_mfcc.png,Bored
./dataset/esd/0014/Neutral/0014_000270.wav,mfccs_img/0014_000270_mfcc.png,Neutral
./dataset/mlend/MLEndSND_Public/38599.wav,mfccs_img/38599_mfcc.png,Question
./dataset/meld/train/dia629_utt1.mp4,mfccs_img/dia629_utt1_mfcc.png,Happy
./dataset/esd/0015/Surprise/0015_001704.wav,mfccs_img/0015_001704_mfcc.png,Surprise
./dataset/mlend/MLEndSND_Public/26792.wav,mfccs_img/26792_mfcc.png,Bored
./dataset/mlend/MLEndSND_Public/06930.wav,mfccs_img/06930_mfcc.png,Bored
./dataset/mlend/MLEndSND_Public/11984.wav,mfccs_img/11984_mfcc.png,Bored
./dataset/mlend/MLEndSND_Public/27807.wav,mfccs_img/27807_mfcc.png,Neutral
./dataset/mlend/MLEndSND_Public/37887.wav,mfccs_img/37887_mfcc.png,Happy
./dataset/mlend/MLEndSND_Public/28098.wav,mfccs_img/28098_mfcc.png,Bored
./dataset/mlend/MLEndSND_Public/00852.wav,mfccs_img/00852_mfcc.png,Bored
./dataset/mlend/MLEndSND_Public/29525.wav,mfccs_img/29525_mfcc.png,Neutral
./dataset/mlend/MLEndSND_Public/45400.wav,mfccs_img/45400_mfcc.png,Question
./dataset/crema-d/AudioWAV/1024_MTI_FEA_XX.wav,mfccs_img/1024_MTI_FEA_XX_mfcc.png,Fear
./dataset/mlend/MLEndSND_Public/04235.wav,mfccs_img/04235_mfcc.png,Question
./dataset/mlend/MLEndSND_Public/24048.wav,mfccs_img/24048_mfcc.png,Happy
./dataset/mlend/MLEndSND_Public/13459.wav,mfccs_img/13459_mfcc.png,Happy
./dataset/crema-d/AudioWAV/1036_TSI_NEU_XX.wav,mfccs_img/1036_TSI_NEU_XX_mfcc.png,Neutral
./dataset/esd/0014/Happy/0014_000972.wav,mfccs_img/0014_000972_mfcc.png,Happy
./dataset/mlend/MLEndSND_Public/13713.wav,mfccs_img/13713_mfcc.png,Bored
./dataset/crema-d/AudioWAV/1014_IEO_HAP_HI.wav,mfccs_img/1014_IEO_HAP_HI_mfcc.png,Happy
./dataset/crema-d/AudioWAV/1046_DFA_SAD_XX.wav,mfccs_img/1046_DFA_SAD_XX_mfcc.png,Sad
./dataset/mlend/MLEndSND_Public/33788.wav,mfccs_img/33788_mfcc.png,Happy
./dataset/esd/0020/Neutral/0020_000092.wav,mfccs_img/0020_000092_mfcc.png,Neutral
./dataset/crema-d/AudioWAV/1037_ITS_NEU_XX.wav,mfccs_img/1037_ITS_NEU_XX_mfcc.png,Neutral
./dataset/meld/train/dia546_utt6.mp4,mfccs_img/dia546_utt6_mfcc.png,Neutral
./dataset/mlend/MLEndSND_Public/46505.wav,mfccs_img/46505_mfcc.png,Bored
./dataset/mlend/MLEndSND_Public/27753.wav,mfccs_img/27753_mfcc.png,Neutral
./dataset/crema-d/AudioWAV/1011_IEO_DIS_HI.wav,mfccs_img/1011_IEO_DIS_HI_mfcc.png,Disgust
./dataset/esd/0011/Neutral/0011_000038.wav,mfccs_img/0011_000038_mfcc.png,Neutral
./dataset/esd/0012/Surprise/0012_001478.wav,mfccs_img/0012_001478_mfcc.png,Surprise
./dataset/esd/0018/Sad/0018_001370.wav,mfccs_img/0018_001370_mfcc.png,Sad
./dataset/tess/OAF_happy/OAF_gin_happy.wav,mfccs_img/OAF_gin_happy_mfcc.png,Happy
./dataset/mlend/MLEndSND_Public/22812.wav,mfccs_img/22812_mfcc.png,Happy
./dataset/mlend/MLEndSND_Public/37204.wav,mfccs_img/37204_mfcc.png,Question
./dataset/tess/OAF_disgust/OAF_hole_disgust.wav,mfccs_img/OAF_hole_disgust_mfcc.png,Disgust
./dataset/esd/0015/Surprise/0015_001454.wav,mfccs_img/0015_001454_mfcc.png,Surprise
./dataset/esd/0013/Angry/0013_000529.wav,mfccs_img/0013_000529_mfcc.png,Anger
./dataset/esd/0011/Surprise/0011_001504.wav,mfccs_img/0011_001504_mfcc.png,Surprise
./dataset/mlend/MLEndSND_Public/41044.wav,mfccs_img/41044_mfcc.png,Bored
./dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/female1_neutral_5b_1.wav,mfccs_img/female1_neutral_5b_1_mfcc.png,Neutral
./dataset/esd/0020/Neutral/0020_000043.wav,mfccs_img/0020_000043_mfcc.png,Neutral
./dataset/mlend/MLEndSND_Public/17818.wav,mfccs_img/17818_mfcc.png,Neutral
./dataset/mlend/MLEndSND_Public/35129.wav,mfccs_img/35129_mfcc.png,Happy
./dataset/mlend/MLEndSND_Public/16759.wav,mfccs_img/16759_mfcc.png,Bored
./dataset/esd/0017/Happy/0017_000743.wav,mfccs_img/0017_000743_mfcc.png,Happy
./dataset/mlend/MLEndSND_Public/04852.wav,mfccs_img/04852_mfcc.png,Bored
./dataset/crema-d/AudioWAV/1016_IEO_ANG_MD.wav,mfccs_img/1016_IEO_ANG_MD_mfcc.png,Anger
./dataset/esd/0015/Surprise/0015_001472.wav,mfccs_img/0015_001472_mfcc.png,Surprise
./dataset/esd/0011/Angry/0011_000559.wav,mfccs_img/0011_000559_mfcc.png,Anger
./dataset/ravdess/Actor_03/03-01-06-02-01-02-03.wav,mfccs_img/03-01-06-02-01-02-03_mfcc.png,Fear
./dataset/esd/0017/Sad/0017_001337.wav,mfccs_img/0017_001337_mfcc.png,Sad
./dataset/esd/0012/Happy/0012_000707.wav,mfccs_img/0012_000707_mfcc.png,Happy
./dataset/esd/0015/Neutral/0015_000236.wav,mfccs_img/0015_000236_mfcc.png,Neutral
./dataset/meld/train/dia774_utt0.mp4,mfccs_img/dia774_utt0_mfcc.png,Sad
./dataset/esd/0020/Sad/0020_001349.wav,mfccs_img/0020_001349_mfcc.png,Sad
./dataset/mlend/MLEndSND_Public/22002.wav,mfccs_img/22002_mfcc.png,Neutral
./dataset/tess/YAF_fear/YAF_such_fear.wav,mfccs_img/YAF_such_fear_mfcc.png,Fear
./dataset/mlend/MLEndSND_Public/35526.wav,mfccs_img/35526_mfcc.png,Happy
./dataset/mlend/MLEndSND_Public/43470.wav,mfccs_img/43470_mfcc.png,Bored
./dataset/mlend/MLEndSND_Public/25152.wav,mfccs_img/25152_mfcc.png,Neutral
./dataset/tess/OAF_disgust/OAF_keg_disgust.wav,mfccs_img/OAF_keg_disgust_mfcc.png,Disgust
./dataset/mlend/MLEndSND_Public/04143.wav,mfccs_img/04143_mfcc.png,Neutral
./dataset/esd/0016/Neutral/0016_000342.wav,mfccs_img/0016_000342_mfcc.png,Neutral
./dataset/esd/0017/Angry/0017_000487.wav,mfccs_img/0017_000487_mfcc.png,Anger
./dataset/meld/train/dia936_utt7.mp4,mfccs_img/dia936_utt7_mfcc.png,Fear
./dataset/mlend/MLEndSND_Public/26030.wav,mfccs_img/26030_mfcc.png,Question
./dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/female2_angry_4b_2.wav,mfccs_img/female2_angry_4b_2_mfcc.png,Anger
./dataset/esd/0019/Angry/0019_000676.wav,mfccs_img/0019_000676_mfcc.png,Anger
./dataset/esd/0018/Angry/0018_000602.wav,mfccs_img/0018_000602_mfcc.png,Anger
./dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/male2_sad_2b_2.wav,mfccs_img/male2_sad_2b_2_mfcc.png,Sad
./dataset/mlend/MLEndSND_Public/31344.wav,mfccs_img/31344_mfcc.png,Neutral
./dataset/mlend/MLEndSND_Public/39174.wav,mfccs_img/39174_mfcc.png,Neutral
./dataset/mlend/MLEndSND_Public/39630.wav,mfccs_img/39630_mfcc.png,Question
./dataset/esd/0012/Neutral/0012_000138.wav,mfccs_img/0012_000138_mfcc.png,Neutral
./dataset/crema-d/AudioWAV/1009_DFA_FEA_XX.wav,mfccs_img/1009_DFA_FEA_XX_mfcc.png,Fear
./dataset/meld/train/dia206_utt8.mp4,mfccs_img/dia206_utt8_mfcc.png,Neutral
./dataset/mlend/MLEndSND_Public/08463.wav,mfccs_img/08463_mfcc.png,Question
./dataset/crema-d/AudioWAV/1080_TSI_DIS_XX.wav,mfccs_img/1080_TSI_DIS_XX_mfcc.png,Disgust
./dataset/meld/train/dia69_utt4.mp4,mfccs_img/dia69_utt4_mfcc.png,Sad
./dataset/mlend/MLEndSND_Public/18198.wav,mfccs_img/18198_mfcc.png,Happy
./dataset/crema-d/AudioWAV/1004_IOM_NEU_XX.wav,mfccs_img/1004_IOM_NEU_XX_mfcc.png,Neutral
./dataset/esd/0013/Neutral/0013_000126.wav,mfccs_img/0013_000126_mfcc.png,Neutral
./dataset/mlend/MLEndSND_Public/19207.wav,mfccs_img/19207_mfcc.png,Happy
./dataset/esd/0016/Angry/0016_000455.wav,mfccs_img/0016_000455_mfcc.png,Anger
./dataset/esd/0014/Happy/0014_000739.wav,mfccs_img/0014_000739_mfcc.png,Happy
./dataset/crema-d/AudioWAV/1001_TIE_DIS_XX.wav,mfccs_img/1001_TIE_DIS_XX_mfcc.png,Disgust
./dataset/esd/0012/Sad/0012_001266.wav,mfccs_img/0012_001266_mfcc.png,Sad
./dataset/tess/OAF_Pleasant_surprise/OAF_home_ps.wav,mfccs_img/OAF_home_ps_mfcc.png,Surprise
./dataset/crema-d/AudioWAV/1050_TSI_DIS_XX.wav,mfccs_img/1050_TSI_DIS_XX_mfcc.png,Disgust
./dataset/esd/0018/Angry/0018_000620.wav,mfccs_img/0018_000620_mfcc.png,Anger
./dataset/crema-d/AudioWAV/1013_ITS_HAP_XX.wav,mfccs_img/1013_ITS_HAP_XX_mfcc.png,Happy
./dataset/esd/0018/Neutral/0018_000144.wav,mfccs_img/0018_000144_mfcc.png,Neutral
./dataset/mlend/MLEndSND_Public/46262.wav,mfccs_img/46262_mfcc.png,Bored
./dataset/esd/0020/Surprise/0020_001405.wav,mfccs_img/0020_001405_mfcc.png,Surprise
./dataset/esd/0016/Sad/0016_001169.wav,mfccs_img/0016_001169_mfcc.png,Sad
./dataset/meld/train/dia842_utt10.mp4,mfccs_img/dia842_utt10_mfcc.png,Happy
./dataset/esd/0012/Neutral/0012_000083.wav,mfccs_img/0012_000083_mfcc.png,Neutral
./dataset/esd/0017/Sad/0017_001354.wav,mfccs_img/0017_001354_mfcc.png,Sad
./dataset/mlend/MLEndSND_Public/38928.wav,mfccs_img/38928_mfcc.png,Happy
./dataset/esd/0020/Sad/0020_001149.wav,mfccs_img/0020_001149_mfcc.png,Sad
./dataset/crema-d/AudioWAV/1083_TSI_DIS_XX.wav,mfccs_img/1083_TSI_DIS_XX_mfcc.png,Disgust
./dataset/esd/0015/Happy/0015_001010.wav,mfccs_img/0015_001010_mfcc.png,Happy
./dataset/meld/train/dia982_utt0.mp4,mfccs_img/dia982_utt0_mfcc.png,Neutral
